episode_id,cohort_id,operator_id,session_id,assignment_block,assignment_order,failure_mode,accepted,duration_minutes,loaded_rate_per_minute,cost_usd,rights_complete,randomization_seed,joint_tracking_rmse_rad,peak_joint_effort_nm,gripper_effort_nm,command_samples,measured_state_samples
random_0099,random,operator_01,session_09,block_09,22,high_friction,1,5.000,2.000,10.00,1,424242,0.012266,4.768007,0.346249,1000,1000
random_0100,random,operator_02,session_10,block_10,1,compliance_edge,1,5.000,2.000,10.00,1,424242,0.048614,7.113653,0.628111,1000,1000
random_0101,random,operator_02,session_10,block_10,2,nominal,1,5.000,2.000,10.00,1,424242,0.017054,6.632308,0.897665,1000,1000
targeted_0100,targeted,operator_02,session_10,block_10,3,compliance_edge,1,5.000,2.000,10.00,1,424242,0.047568,2.817892,1.113706,1000,1000
random_0102,random,operator_02,session_10,block_10,4,lateral_offset,1,5.000,2.000,10.00,1,424242,0.049296,5.687288,1.182713,1000,1000
targeted_0101,targeted,operator_02,session_10,block_10,5,nominal,1,5.000,2.000,10.00,1,424242,0.041055,7.036429,0.850673,1000,1000
random_0103,random,operator_02,session_10,block_10,6,high_friction,1,5.000,2.000,10.00,1,424242,0.045963,7.168986,0.844600,1000,1000
random_0104,random,operator_02,session_10,block_10,7,compliance_edge,1,5.000,2.000,10.00,1,424242,0.041405,4.403591,0.465077,1000,1000
random_0105,random,operator_02,session_10,block_10,8,nominal,1,5.000,2.000,10.00,1,424242,0.038256,6.928321,0.954983,1000,1000
random_0106,random,operator_02,session_10,block_10,9,lateral_offset,1,5.000,2.000,10.00,1,424242,0.022721,6.309388,1.109894,1000,1000
random_0107,random,operator_02,session_10,block_10,10,high_friction,1,5.000,2.000,10.00,1,424242,0.019781,5.416281,0.836024,1000,1000
targeted_0102,targeted,operator_02,session_10,block_10,11,lateral_offset,1,5.000,2.000,10.00,1,424242,0.030791,5.482121,1.004883,1000,1000
targeted_0103,targeted,operator_02,session_10,block_10,12,high_friction,1,5.000,2.000,10.00,1,424242,0.035349,3.910935,0.977974,1000,1000
targeted_0104,targeted,operator_02,session_10,block_10,13,compliance_edge,1,5.000,2.000,10.00,1,424242,0.045269,4.074822,0.405891,1000,1000
random_0108,random,operator_02,session_10,block_10,14,compliance_edge,1,5.000,2.000,10.00,1,424242,0.046351,6.393176,0.984202,1000,1000
targeted_0105,targeted,operator_02,session_10,block_10,15,nominal,1,5.000,2.000,10.00,1,424242,0.040725,4.180931,0.352531,1000,1000
targeted_0106,targeted,operator_02,session_10,block_10,16,lateral_offset,1,5.000,2.000,10.00,1,424242,0.023191,7.393198,1.052108,1000,1000
targeted_0107,targeted,operator_02,session_10,block_10,17,high_friction,1,5.000,2.000,10.00,1,424242,0.041419,4.477146,0.801831,1000,1000
targeted_0108,targeted,operator_02,session_10,block_10,18,compliance_edge,1,5.000,2.000,10.00,1,424242,0.033214,5.616702,1.157677,1000,1000
random_0109,random,operator_02,session_10,block_10,19,nominal,1,5.000,2.000,10.00,1,424242,0.017818,4.230410,0.849011,1000,1000
random_0110,random,operator_02,session_10,block_10,20,lateral_offset,1,5.000,2.000,10.00,1,424242,0.043218,4.259135,0.824789,1000,1000
targeted_0109,targeted,operator_02,session_10,block_10,21,nominal,1,5.000,2.000,10.00,1,424242,0.015711,7.354627,0.329948,1000,1000
targeted_0110,targeted,operator_02,session_10,block_10,22,lateral_offset,1,5.000,2.000,10.00,1,424242,0.048980,3.433903,1.168077,1000,1000
random_0111,random,operator_03,session_11,block_11,1,high_friction,1,5.000,2.000,10.00,1,424242,0.030617,7.016549,0.721885,1000,1000
targeted_0111,targeted,operator_03,session_11,block_11,2,high_friction,1,5.000,2.000,10.00,1,424242,0.040553,6.203560,1.079818,1000,1000
random_0112,random,operator_03,session_11,block_11,3,compliance_edge,1,5.000,2.000,10.00,1,424242,0.026054,4.667371,0.595720,1000,1000
random_0113,random,operator_03,session_11,block_11,4,nominal,1,5.000,2.000,10.00,1,424242,0.042811,5.016403,0.850125,1000,1000
targeted_0112,targeted,operator_03,session_11,block_11,5,compliance_edge,1,5.000,2.000,10.00,1,424242,0.018688,6.993345,0.440514,1000,1000
random_0114,random,operator_03,session_11,block_11,6,lateral_offset,1,5.000,2.000,10.00,1,424242,0.021128,6.233067,0.944436,1000,1000
random_0115,random,operator_03,session_11,block_11,7,high_friction,1,5.000,2.000,10.00,1,424242,0.022246,3.976083,0.646299,1000,1000
random_0116,random,operator_03,session_11,block_11,8,compliance_edge,1,5.000,2.000,10.00,1,424242,0.023269,6.186019,0.300334,1000,1000
targeted_0113,targeted,operator_03,session_11,block_11,9,nominal,1,5.000,2.000,10.00,1,424242,0.032135,3.323143,0.549216,1000,1000
random_0117,random,operator_03,session_11,block_11,10,nominal,1,5.000,2.000,10.00,1,424242,0.037261,4.033681,0.450446,1000,1000
targeted_0114,targeted,operator_03,session_11,block_11,11,lateral_offset,1,5.000,2.000,10.00,1,424242,0.050323,7.095706,1.140678,1000,1000
random_0118,random,operator_03,session_11,block_11,12,lateral_offset,1,5.000,2.000,10.00,1,424242,0.027072,3.517432,0.859546,1000,1000
targeted_0115,targeted,operator_03,session_11,block_11,13,high_friction,1,5.000,2.000,10.00,1,424242,0.020126,6.843747,1.039004,1000,1000
targeted_0116,targeted,operator_03,session_11,block_11,14,compliance_edge,1,5.000,2.000,10.00,1,424242,0.027706,6.261654,0.945227,1000,1000
targeted_0117,targeted,operator_03,session_11,block_11,15,nominal,1,5.000,2.000,10.00,1,424242,0.024461,4.673148,1.033106,1000,1000
targeted_0118,targeted,operator_03,session_11,block_11,16,lateral_offset,1,5.000,2.000,10.00,1,424242,0.042286,5.705507,1.108644,1000,1000
targeted_0119,targeted,operator_03,session_11,block_11,17,high_friction,1,5.000,2.000,10.00,1,424242,0.029548,5.698144,0.803728,1000,1000
random_0119,random,operator_03,session_11,block_11,18,high_friction,1,5.000,2.000,10.00,1,424242,0.048641,5.118993,0.304812,1000,1000
random_0120,random,operator_03,session_11,block_11,19,compliance_edge,1,5.000,2.000,10.00,0,424242,0.046106,3.852677,0.666246,1000,1000
targeted_0120,targeted,operator_03,session_11,block_11,20,compliance_edge,1,5.000,2.000,10.00,0,424242,0.049196,2.870261,0.721108,1000,1000
targeted_0121,targeted,operator_03,session_11,block_11,21,nominal,0,5.000,2.000,10.00,1,424242,0.017893,4.845454,1.150475,1000,1000
random_0121,random,operator_03,session_11,block_11,22,nominal,0,5.000,2.000,10.00,1,424242,0.016375,4.747947,0.952183,1000,1000
random_0122,random,operator_04,session_12,block_12,1,lateral_offset,0,5.000,2.000,10.00,1,424242,0.014495,5.783218,1.131780,1000,1000
random_0123,random,operator_04,session_12,block_12,2,high_friction,0,5.000,2.000,10.00,1,424242,0.035520,7.112201,0.532671,1000,1000
targeted_0122,targeted,operator_04,session_12,block_12,3,lateral_offset,0,5.000,2.000,10.00,1,424242,0.035437,7.317604,0.946101,1000,1000
targeted_0123,targeted,operator_04,session_12,block_12,4,high_friction,0,5.000,2.000,10.00,1,424242,0.039520,3.480503,0.315695,1000,1000
random_0124,random,operator_04,session_12,block_12,5,compliance_edge,0,5.000,2.000,10.00,1,424242,0.031013,4.029423,0.453141,1000,1000
targeted_0124,targeted,operator_04,session_12,block_12,6,compliance_edge,0,5.000,2.000,10.00,1,424242,0.025596,4.531398,0.490827,1000,1000
random_0125,random,operator_04,session_12,block_12,7,nominal,0,5.000,2.000,10.00,1,424242,0.049510,3.744561,0.865850,1000,1000
random_0126,random,operator_04,session_12,block_12,8,lateral_offset,0,5.000,2.000,10.00,1,424242,0.049403,4.959766,0.517868,1000,1000
targeted_0125,targeted,operator_04,session_12,block_12,9,nominal,0,5.000,2.000,10.00,1,424242,0.021888,5.960257,0.868979,1000,1000
random_0127,random,operator_04,session_12,block_12,10,high_friction,0,5.000,2.000,10.00,1,424242,0.048976,7.306361,0.662688,1000,1000
targeted_0126,targeted,operator_04,session_12,block_12,11,lateral_offset,0,5.000,2.000,10.00,1,424242,0.023695,3.533767,0.306237,1000,1000
random_0128,random,operator_04,session_12,block_12,12,compliance_edge,0,5.000,2.000,10.00,1,424242,0.017349,3.578444,0.322098,1000,1000
targeted_0127,targeted,operator_04,session_12,block_12,13,high_friction,0,5.000,2.000,10.00,1,424242,0.026665,5.149726,0.491535,1000,1000
targeted_0128,targeted,operator_04,session_12,block_12,14,compliance_edge,0,5.000,2.000,10.00,1,424242,0.019148,4.110901,0.904824,1000,1000
targeted_0129,targeted,operator_04,session_12,block_12,15,nominal,0,5.000,2.000,10.00,1,424242,0.018757,4.524925,0.592238,1000,1000
targeted_0130,targeted,operator_04,session_12,block_12,16,lateral_offset,0,5.000,2.000,10.00,1,424242,0.013049,5.740332,0.722627,1000,1000
targeted_0131,targeted,operator_04,session_12,block_12,17,high_friction,0,5.000,2.000,10.00,1,424242,0.013182,6.839380,1.159339,1000,1000
random_0129,random,operator_04,session_12,block_12,18,nominal,0,5.000,2.000,10.00,1,424242,0.014342,3.963753,1.006370,1000,1000
random_0130,random,operator_04,session_12,block_12,19,lateral_offset,0,5.000,2.000,10.00,1,424242,0.051872,3.532834,0.607412,1000,1000
targeted_0132,targeted,operator_04,session_12,block_12,20,compliance_edge,0,5.000,2.000,10.00,1,424242,0.020153,2.874097,0.874714,1000,1000
random_0131,random,operator_04,session_12,block_12,21,high_friction,0,5.000,2.000,10.00,1,424242,0.041277,6.088358,0.302665,1000,1000
random_0132,random,operator_04,session_12,block_12,22,compliance_edge,0,5.000,2.000,10.00,1,424242,0.049563,6.369532,0.757402,1000,1000
