trial_id,domain,split,scenario_id,failure_mode,condition_order,condition_seed,policy_id,cohort_id,training_seed,policy_order,success,safety_event,protective_stop,limit_violation,contact_force_proxy_breach,catastrophic_event,intervention,completion_time_s,excluded,exclusion_reason,replacement_scenario_id,policy_control_started,incident_timestamp_ns,outcome_reviewer_blinded,scenario_hidden_from_training,trial_seed
real_0114_baseline_bc_003,real,heldout,real_scenario_0114,high_friction,114,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,13.590244,0,,,1,,1,1,3531170285
real_0114_random_bc_104729,real,heldout,real_scenario_0114,high_friction,114,515151,random_bc_104729,random,104729,2,1,0,0,0,0,0,0,9.717765,0,,,1,,1,1,202759197
real_0114_targeted_bc_104729,real,heldout,real_scenario_0114,high_friction,114,515151,targeted_bc_104729,targeted,104729,5,1,0,0,0,0,0,0,16.553468,0,,,1,,1,1,3579194002
real_0114_random_bc_130363,real,heldout,real_scenario_0114,high_friction,114,515151,random_bc_130363,random,130363,1,1,0,0,0,0,0,0,16.115137,0,,,1,,1,1,1742105272
real_0114_targeted_bc_130363,real,heldout,real_scenario_0114,high_friction,114,515151,targeted_bc_130363,targeted,130363,6,0,0,0,0,0,0,1,20.581019,0,,,1,,1,1,2906099623
real_0114_random_bc_155921,real,heldout,real_scenario_0114,high_friction,114,515151,random_bc_155921,random,155921,4,1,0,0,0,0,0,0,8.629340,0,,,1,,1,1,618695103
real_0114_targeted_bc_155921,real,heldout,real_scenario_0114,high_friction,114,515151,targeted_bc_155921,targeted,155921,7,1,0,0,0,0,0,0,10.902429,0,,,1,,1,1,2356865566
real_0115_baseline_bc_003,real,heldout,real_scenario_0115,compliance_edge,115,515151,baseline_bc_003,baseline,0,2,1,0,0,0,0,0,0,12.235120,0,,,1,,1,1,495119523
real_0115_random_bc_104729,real,heldout,real_scenario_0115,compliance_edge,115,515151,random_bc_104729,random,104729,7,0,0,0,0,0,0,0,26.131130,0,,,1,,1,1,3528693900
real_0115_targeted_bc_104729,real,heldout,real_scenario_0115,compliance_edge,115,515151,targeted_bc_104729,targeted,104729,4,1,0,0,0,0,0,0,9.479237,0,,,1,,1,1,1987746032
real_0115_random_bc_130363,real,heldout,real_scenario_0115,compliance_edge,115,515151,random_bc_130363,random,130363,3,1,0,0,0,0,0,0,17.958269,0,,,1,,1,1,3774780314
real_0115_targeted_bc_130363,real,heldout,real_scenario_0115,compliance_edge,115,515151,targeted_bc_130363,targeted,130363,1,1,0,0,0,0,0,0,10.476292,0,,,1,,1,1,2493294768
real_0115_random_bc_155921,real,heldout,real_scenario_0115,compliance_edge,115,515151,random_bc_155921,random,155921,5,1,0,0,0,0,0,0,16.802392,0,,,1,,1,1,1119987966
real_0115_targeted_bc_155921,real,heldout,real_scenario_0115,compliance_edge,115,515151,targeted_bc_155921,targeted,155921,6,0,0,0,0,0,0,0,24.578166,0,,,1,,1,1,1958274483
real_0116_baseline_bc_003,real,heldout,real_scenario_0116,nominal,116,515151,baseline_bc_003,baseline,0,7,0,0,0,0,0,0,1,27.239429,0,,,1,,1,1,3846673974
real_0116_random_bc_104729,real,heldout,real_scenario_0116,nominal,116,515151,random_bc_104729,random,104729,4,0,0,0,0,0,0,0,27.135623,0,,,1,,1,1,1616810988
real_0116_targeted_bc_104729,real,heldout,real_scenario_0116,nominal,116,515151,targeted_bc_104729,targeted,104729,3,0,0,0,0,0,0,0,22.058373,0,,,1,,1,1,4088793974
real_0116_random_bc_130363,real,heldout,real_scenario_0116,nominal,116,515151,random_bc_130363,random,130363,6,1,0,0,0,0,0,0,9.223142,0,,,1,,1,1,3782153923
real_0116_targeted_bc_130363,real,heldout,real_scenario_0116,nominal,116,515151,targeted_bc_130363,targeted,130363,5,1,0,0,0,0,0,0,11.364446,0,,,1,,1,1,4268705086
real_0116_random_bc_155921,real,heldout,real_scenario_0116,nominal,116,515151,random_bc_155921,random,155921,2,1,0,0,0,0,0,0,12.049693,0,,,1,,1,1,2300624625
real_0116_targeted_bc_155921,real,heldout,real_scenario_0116,nominal,116,515151,targeted_bc_155921,targeted,155921,1,1,0,0,0,0,0,0,11.884019,0,,,1,,1,1,3171220955
real_0117_baseline_bc_003,real,heldout,real_scenario_0117,high_friction,117,515151,baseline_bc_003,baseline,0,4,0,0,0,0,0,0,0,25.468416,0,,,1,,1,1,556071419
real_0117_random_bc_104729,real,heldout,real_scenario_0117,high_friction,117,515151,random_bc_104729,random,104729,7,0,0,0,0,0,0,0,28.814245,0,,,1,,1,1,847482864
real_0117_targeted_bc_104729,real,heldout,real_scenario_0117,high_friction,117,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,9.837486,0,,,1,,1,1,1403728037
real_0117_random_bc_130363,real,heldout,real_scenario_0117,high_friction,117,515151,random_bc_130363,random,130363,1,1,0,0,0,0,0,0,16.490918,0,,,1,,1,1,438098146
real_0117_targeted_bc_130363,real,heldout,real_scenario_0117,high_friction,117,515151,targeted_bc_130363,targeted,130363,3,0,0,0,0,0,0,0,28.274908,0,,,1,,1,1,4152627851
real_0117_random_bc_155921,real,heldout,real_scenario_0117,high_friction,117,515151,random_bc_155921,random,155921,2,0,0,0,0,0,0,0,27.991295,0,,,1,,1,1,2167697001
real_0117_targeted_bc_155921,real,heldout,real_scenario_0117,high_friction,117,515151,targeted_bc_155921,targeted,155921,5,1,0,0,0,0,0,0,9.479092,0,,,1,,1,1,1857428421
real_0118_baseline_bc_003,real,heldout,real_scenario_0118,high_friction,118,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,17.879462,0,,,1,,1,1,2328355812
real_0118_random_bc_104729,real,heldout,real_scenario_0118,high_friction,118,515151,random_bc_104729,random,104729,4,1,0,0,0,0,0,0,10.590968,0,,,1,,1,1,2156646330
real_0118_targeted_bc_104729,real,heldout,real_scenario_0118,high_friction,118,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,14.079100,0,,,1,,1,1,1866956906
real_0118_random_bc_130363,real,heldout,real_scenario_0118,high_friction,118,515151,random_bc_130363,random,130363,1,1,0,0,0,0,0,0,11.228857,0,,,1,,1,1,2380527327
real_0118_targeted_bc_130363,real,heldout,real_scenario_0118,high_friction,118,515151,targeted_bc_130363,targeted,130363,5,1,0,0,0,0,0,0,9.351493,0,,,1,,1,1,1753515786
real_0118_random_bc_155921,real,heldout,real_scenario_0118,high_friction,118,515151,random_bc_155921,random,155921,7,0,0,0,0,0,0,0,24.473520,0,,,1,,1,1,2413200300
real_0118_targeted_bc_155921,real,heldout,real_scenario_0118,high_friction,118,515151,targeted_bc_155921,targeted,155921,2,1,0,0,0,0,0,0,14.681466,0,,,1,,1,1,3200841639
real_0119_baseline_bc_003,real,heldout,real_scenario_0119,lateral_offset,119,515151,baseline_bc_003,baseline,0,6,0,0,0,0,0,0,0,24.441445,0,,,1,,1,1,2060854920
real_0119_random_bc_104729,real,heldout,real_scenario_0119,lateral_offset,119,515151,random_bc_104729,random,104729,5,1,0,0,0,0,0,0,8.177601,0,,,1,,1,1,998661442
real_0119_targeted_bc_104729,real,heldout,real_scenario_0119,lateral_offset,119,515151,targeted_bc_104729,targeted,104729,2,0,0,0,0,0,0,1,23.567528,0,,,1,,1,1,2100060072
real_0119_random_bc_130363,real,heldout,real_scenario_0119,lateral_offset,119,515151,random_bc_130363,random,130363,4,1,0,0,0,0,0,0,10.185266,0,,,1,,1,1,4268585161
real_0119_targeted_bc_130363,real,heldout,real_scenario_0119,lateral_offset,119,515151,targeted_bc_130363,targeted,130363,3,1,0,0,0,0,0,0,10.165233,0,,,1,,1,1,959284164
real_0119_random_bc_155921,real,heldout,real_scenario_0119,lateral_offset,119,515151,random_bc_155921,random,155921,1,0,0,0,0,0,0,1,22.468866,0,,,1,,1,1,3331789747
real_0119_targeted_bc_155921,real,heldout,real_scenario_0119,lateral_offset,119,515151,targeted_bc_155921,targeted,155921,7,0,0,0,0,0,0,0,23.641630,0,,,1,,1,1,1182827732
real_0120_baseline_bc_003,real,heldout,real_scenario_0120,compliance_edge,120,515151,baseline_bc_003,baseline,0,2,0,0,0,0,0,0,1,21.912602,0,,,1,,1,1,3087822654
real_0120_random_bc_104729,real,heldout,real_scenario_0120,compliance_edge,120,515151,random_bc_104729,random,104729,3,1,0,0,0,0,0,0,13.853804,0,,,1,,1,1,2665693405
real_0120_targeted_bc_104729,real,heldout,real_scenario_0120,compliance_edge,120,515151,targeted_bc_104729,targeted,104729,5,1,0,0,0,0,0,0,13.726364,0,,,1,,1,1,2933658132
real_0120_random_bc_130363,real,heldout,real_scenario_0120,compliance_edge,120,515151,random_bc_130363,random,130363,1,0,0,0,0,0,0,0,28.113542,0,,,1,,1,1,3405064356
real_0120_targeted_bc_130363,real,heldout,real_scenario_0120,compliance_edge,120,515151,targeted_bc_130363,targeted,130363,6,0,0,0,0,0,0,0,19.886348,0,,,1,,1,1,749386736
real_0120_random_bc_155921,real,heldout,real_scenario_0120,compliance_edge,120,515151,random_bc_155921,random,155921,4,1,0,0,0,0,0,0,13.715616,0,,,1,,1,1,980916601
real_0120_targeted_bc_155921,real,heldout,real_scenario_0120,compliance_edge,120,515151,targeted_bc_155921,targeted,155921,7,0,0,0,0,0,0,0,24.495114,0,,,1,,1,1,1053072749
real_0121_baseline_bc_003,real,heldout,real_scenario_0121,compliance_edge,121,515151,baseline_bc_003,baseline,0,6,0,0,0,0,0,0,0,23.120706,0,,,1,,1,1,3872664936
real_0121_random_bc_104729,real,heldout,real_scenario_0121,compliance_edge,121,515151,random_bc_104729,random,104729,4,0,0,0,0,0,0,0,19.206156,0,,,1,,1,1,1035937384
real_0121_targeted_bc_104729,real,heldout,real_scenario_0121,compliance_edge,121,515151,targeted_bc_104729,targeted,104729,2,0,0,0,0,0,0,0,21.163336,0,,,1,,1,1,532076931
real_0121_random_bc_130363,real,heldout,real_scenario_0121,compliance_edge,121,515151,random_bc_130363,random,130363,5,1,0,0,0,0,0,0,11.518828,0,,,1,,1,1,165568371
real_0121_targeted_bc_130363,real,heldout,real_scenario_0121,compliance_edge,121,515151,targeted_bc_130363,targeted,130363,1,1,0,0,0,0,0,0,12.020101,0,,,1,,1,1,3732008669
real_0121_random_bc_155921,real,heldout,real_scenario_0121,compliance_edge,121,515151,random_bc_155921,random,155921,3,1,0,0,0,0,0,0,14.196003,0,,,1,,1,1,4171220211
real_0121_targeted_bc_155921,real,heldout,real_scenario_0121,compliance_edge,121,515151,targeted_bc_155921,targeted,155921,7,0,0,0,0,0,0,1,26.926326,0,,,1,,1,1,2305296888
real_0122_baseline_bc_003,real,heldout,real_scenario_0122,high_friction,122,515151,baseline_bc_003,baseline,0,4,1,0,0,0,0,0,0,11.002832,0,,,1,,1,1,4047447615
real_0122_random_bc_104729,real,heldout,real_scenario_0122,high_friction,122,515151,random_bc_104729,random,104729,3,1,1,0,0,1,0,0,8.945231,0,,,1,,1,1,2827576744
real_0122_targeted_bc_104729,real,heldout,real_scenario_0122,high_friction,122,515151,targeted_bc_104729,targeted,104729,5,1,0,0,0,0,0,0,13.385631,0,,,1,,1,1,292283774
real_0122_random_bc_130363,real,heldout,real_scenario_0122,high_friction,122,515151,random_bc_130363,random,130363,6,1,0,0,0,0,0,0,8.814778,0,,,1,,1,1,2871252084
real_0122_targeted_bc_130363,real,heldout,real_scenario_0122,high_friction,122,515151,targeted_bc_130363,targeted,130363,1,0,0,0,0,0,0,0,21.218104,0,,,1,,1,1,3860139995
real_0122_random_bc_155921,real,heldout,real_scenario_0122,high_friction,122,515151,random_bc_155921,random,155921,2,0,0,0,0,0,0,0,25.256063,0,,,1,,1,1,286090146
real_0122_targeted_bc_155921,real,heldout,real_scenario_0122,high_friction,122,515151,targeted_bc_155921,targeted,155921,7,1,0,0,0,0,0,0,17.502161,0,,,1,,1,1,3864750410
real_0123_baseline_bc_003,real,heldout,real_scenario_0123,compliance_edge,123,515151,baseline_bc_003,baseline,0,5,1,0,0,0,0,0,0,8.194035,0,,,1,,1,1,444728827
real_0123_random_bc_104729,real,heldout,real_scenario_0123,compliance_edge,123,515151,random_bc_104729,random,104729,2,0,0,0,0,0,0,0,27.545292,0,,,1,,1,1,3105428012
real_0123_targeted_bc_104729,real,heldout,real_scenario_0123,compliance_edge,123,515151,targeted_bc_104729,targeted,104729,3,1,0,0,0,0,0,0,8.176582,0,,,1,,1,1,3020733756
real_0123_random_bc_130363,real,heldout,real_scenario_0123,compliance_edge,123,515151,random_bc_130363,random,130363,4,0,0,0,0,0,0,0,25.439162,0,,,1,,1,1,963435905
real_0123_targeted_bc_130363,real,heldout,real_scenario_0123,compliance_edge,123,515151,targeted_bc_130363,targeted,130363,7,0,0,0,0,0,0,0,28.043436,0,,,1,,1,1,715990755
real_0123_random_bc_155921,real,heldout,real_scenario_0123,compliance_edge,123,515151,random_bc_155921,random,155921,1,1,0,0,0,0,0,0,10.866831,0,,,1,,1,1,2785918362
real_0123_targeted_bc_155921,real,heldout,real_scenario_0123,compliance_edge,123,515151,targeted_bc_155921,targeted,155921,6,0,0,0,0,0,0,0,21.592296,0,,,1,,1,1,2990366448
real_0124_baseline_bc_003,real,heldout,real_scenario_0124,compliance_edge,124,515151,baseline_bc_003,baseline,0,2,0,0,0,0,0,0,0,27.655026,0,,,1,,1,1,2019269357
real_0124_random_bc_104729,real,heldout,real_scenario_0124,compliance_edge,124,515151,random_bc_104729,random,104729,4,1,0,0,0,0,0,0,14.245798,0,,,1,,1,1,203264603
real_0124_targeted_bc_104729,real,heldout,real_scenario_0124,compliance_edge,124,515151,targeted_bc_104729,targeted,104729,3,0,0,0,0,0,0,0,29.044497,0,,,1,,1,1,2600399858
real_0124_random_bc_130363,real,heldout,real_scenario_0124,compliance_edge,124,515151,random_bc_130363,random,130363,1,0,0,0,0,0,0,0,26.458495,0,,,1,,1,1,1703546455
real_0124_targeted_bc_130363,real,heldout,real_scenario_0124,compliance_edge,124,515151,targeted_bc_130363,targeted,130363,7,1,0,0,0,0,0,0,16.683991,0,,,1,,1,1,944922086
real_0124_random_bc_155921,real,heldout,real_scenario_0124,compliance_edge,124,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,8.272659,0,,,1,,1,1,1343095
real_0124_targeted_bc_155921,real,heldout,real_scenario_0124,compliance_edge,124,515151,targeted_bc_155921,targeted,155921,5,1,0,0,0,0,0,0,17.606342,0,,,1,,1,1,610652089
real_0125_baseline_bc_003,real,heldout,real_scenario_0125,compliance_edge,125,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,15.844020,0,,,1,,1,1,412375409
real_0125_random_bc_104729,real,heldout,real_scenario_0125,compliance_edge,125,515151,random_bc_104729,random,104729,4,1,0,0,0,0,0,0,16.822466,0,,,1,,1,1,1725023590
real_0125_targeted_bc_104729,real,heldout,real_scenario_0125,compliance_edge,125,515151,targeted_bc_104729,targeted,104729,1,0,0,0,0,0,0,0,18.943444,0,,,1,,1,1,1418642817
real_0125_random_bc_130363,real,heldout,real_scenario_0125,compliance_edge,125,515151,random_bc_130363,random,130363,2,0,0,0,0,0,0,0,18.190270,0,,,1,,1,1,2728693966
real_0125_targeted_bc_130363,real,heldout,real_scenario_0125,compliance_edge,125,515151,targeted_bc_130363,targeted,130363,6,0,0,0,0,0,0,0,19.106221,0,,,1,,1,1,2377884224
real_0125_random_bc_155921,real,heldout,real_scenario_0125,compliance_edge,125,515151,random_bc_155921,random,155921,5,1,0,0,0,0,0,0,11.429739,0,,,1,,1,1,1841265626
real_0125_targeted_bc_155921,real,heldout,real_scenario_0125,compliance_edge,125,515151,targeted_bc_155921,targeted,155921,7,1,0,0,0,0,0,0,8.363200,0,,,1,,1,1,2215112383
real_0126_baseline_bc_003,real,heldout,real_scenario_0126,compliance_edge,126,515151,baseline_bc_003,baseline,0,1,0,0,0,0,0,0,0,24.055096,0,,,1,,1,1,1539376675
real_0126_random_bc_104729,real,heldout,real_scenario_0126,compliance_edge,126,515151,random_bc_104729,random,104729,6,1,0,0,0,0,0,0,10.001259,0,,,1,,1,1,2034626749
real_0126_targeted_bc_104729,real,heldout,real_scenario_0126,compliance_edge,126,515151,targeted_bc_104729,targeted,104729,7,0,0,0,0,0,0,0,20.971952,0,,,1,,1,1,1479129604
real_0126_random_bc_130363,real,heldout,real_scenario_0126,compliance_edge,126,515151,random_bc_130363,random,130363,5,1,0,0,0,0,0,0,17.199566,0,,,1,,1,1,809634540
real_0126_targeted_bc_130363,real,heldout,real_scenario_0126,compliance_edge,126,515151,targeted_bc_130363,targeted,130363,2,1,0,0,0,0,0,0,16.325097,0,,,1,,1,1,3704287771
real_0126_random_bc_155921,real,heldout,real_scenario_0126,compliance_edge,126,515151,random_bc_155921,random,155921,4,1,0,0,0,0,0,0,13.162006,0,,,1,,1,1,2135225393
real_0126_targeted_bc_155921,real,heldout,real_scenario_0126,compliance_edge,126,515151,targeted_bc_155921,targeted,155921,3,0,0,0,0,0,0,0,19.277416,0,,,1,,1,1,1348145647
real_0127_baseline_bc_003,real,heldout,real_scenario_0127,high_friction,127,515151,baseline_bc_003,baseline,0,7,1,0,0,0,0,0,0,10.539573,0,,,1,,1,1,1834292508
real_0127_random_bc_104729,real,heldout,real_scenario_0127,high_friction,127,515151,random_bc_104729,random,104729,3,1,0,0,0,0,0,0,13.077040,0,,,1,,1,1,400921949
real_0127_targeted_bc_104729,real,heldout,real_scenario_0127,high_friction,127,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,10.291014,0,,,1,,1,1,882218584
real_0127_random_bc_130363,real,heldout,real_scenario_0127,high_friction,127,515151,random_bc_130363,random,130363,5,0,0,0,0,0,0,0,26.151650,0,,,1,,1,1,1634618067
real_0127_targeted_bc_130363,real,heldout,real_scenario_0127,high_friction,127,515151,targeted_bc_130363,targeted,130363,1,1,0,0,0,0,0,0,13.053189,0,,,1,,1,1,752365338
real_0127_random_bc_155921,real,heldout,real_scenario_0127,high_friction,127,515151,random_bc_155921,random,155921,4,0,0,0,0,0,0,0,26.722889,0,,,1,,1,1,2432529743
real_0127_targeted_bc_155921,real,heldout,real_scenario_0127,high_friction,127,515151,targeted_bc_155921,targeted,155921,2,1,0,0,0,0,0,0,11.161768,0,,,1,,1,1,1952957434
real_0128_baseline_bc_003,real,heldout,real_scenario_0128,nominal,128,515151,baseline_bc_003,baseline,0,2,1,0,0,0,0,0,0,11.516087,0,,,1,,1,1,1839120150
real_0128_random_bc_104729,real,heldout,real_scenario_0128,nominal,128,515151,random_bc_104729,random,104729,7,0,0,0,0,0,0,0,23.340138,0,,,1,,1,1,2766438545
real_0128_targeted_bc_104729,real,heldout,real_scenario_0128,nominal,128,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,14.529273,0,,,1,,1,1,1589921364
real_0128_random_bc_130363,real,heldout,real_scenario_0128,nominal,128,515151,random_bc_130363,random,130363,4,1,0,0,0,0,0,0,15.514085,0,,,1,,1,1,2670735252
real_0128_targeted_bc_130363,real,heldout,real_scenario_0128,nominal,128,515151,targeted_bc_130363,targeted,130363,3,0,0,0,0,0,0,0,24.502565,0,,,1,,1,1,1066231366
real_0128_random_bc_155921,real,heldout,real_scenario_0128,nominal,128,515151,random_bc_155921,random,155921,1,0,0,0,0,0,0,0,26.067625,0,,,1,,1,1,3853854388
real_0128_targeted_bc_155921,real,heldout,real_scenario_0128,nominal,128,515151,targeted_bc_155921,targeted,155921,5,1,0,0,0,0,0,0,17.364059,0,,,1,,1,1,3829346014
real_0129_baseline_bc_003,real,heldout,real_scenario_0129,nominal,129,515151,baseline_bc_003,baseline,0,7,0,0,0,0,0,0,0,21.073326,0,,,1,,1,1,3195013584
real_0129_random_bc_104729,real,heldout,real_scenario_0129,nominal,129,515151,random_bc_104729,random,104729,1,0,0,0,0,0,0,0,25.879232,0,,,1,,1,1,297138201
real_0129_targeted_bc_104729,real,heldout,real_scenario_0129,nominal,129,515151,targeted_bc_104729,targeted,104729,3,1,0,0,0,0,0,0,13.803443,0,,,1,,1,1,4152951588
real_0129_random_bc_130363,real,heldout,real_scenario_0129,nominal,129,515151,random_bc_130363,random,130363,4,0,0,0,0,0,0,0,18.181251,0,,,1,,1,1,2326277437
real_0129_targeted_bc_130363,real,heldout,real_scenario_0129,nominal,129,515151,targeted_bc_130363,targeted,130363,2,0,0,0,0,0,0,0,24.012118,0,,,1,,1,1,3085068609
real_0129_random_bc_155921,real,heldout,real_scenario_0129,nominal,129,515151,random_bc_155921,random,155921,5,1,0,0,0,0,0,0,13.048561,0,,,1,,1,1,558248160
real_0129_targeted_bc_155921,real,heldout,real_scenario_0129,nominal,129,515151,targeted_bc_155921,targeted,155921,6,1,0,0,0,0,0,0,11.441051,0,,,1,,1,1,2139917141
real_0130_baseline_bc_003,real,heldout,real_scenario_0130,high_friction,130,515151,baseline_bc_003,baseline,0,5,0,0,0,0,0,0,0,22.427863,0,,,1,,1,1,390028851
real_0130_random_bc_104729,real,heldout,real_scenario_0130,high_friction,130,515151,random_bc_104729,random,104729,4,0,0,0,0,0,0,0,22.099487,0,,,1,,1,1,2536932582
real_0130_targeted_bc_104729,real,heldout,real_scenario_0130,high_friction,130,515151,targeted_bc_104729,targeted,104729,2,0,0,0,0,0,0,0,19.198018,0,,,1,,1,1,1769346268
real_0130_random_bc_130363,real,heldout,real_scenario_0130,high_friction,130,515151,random_bc_130363,random,130363,7,0,0,0,0,0,0,0,22.337013,0,,,1,,1,1,470071121
real_0130_targeted_bc_130363,real,heldout,real_scenario_0130,high_friction,130,515151,targeted_bc_130363,targeted,130363,3,1,0,0,0,0,0,0,11.094453,0,,,1,,1,1,3736936701
real_0130_random_bc_155921,real,heldout,real_scenario_0130,high_friction,130,515151,random_bc_155921,random,155921,6,0,0,0,0,0,0,0,23.845903,0,,,1,,1,1,163166900
real_0130_targeted_bc_155921,real,heldout,real_scenario_0130,high_friction,130,515151,targeted_bc_155921,targeted,155921,1,1,0,0,0,0,0,0,16.783026,0,,,1,,1,1,1894750526
real_0131_baseline_bc_003,real,heldout,real_scenario_0131,high_friction,131,515151,baseline_bc_003,baseline,0,5,1,0,0,0,0,0,0,13.330312,0,,,1,,1,1,1199268496
real_0131_random_bc_104729,real,heldout,real_scenario_0131,high_friction,131,515151,random_bc_104729,random,104729,3,0,0,0,0,0,0,0,21.878444,0,,,1,,1,1,1616369623
real_0131_targeted_bc_104729,real,heldout,real_scenario_0131,high_friction,131,515151,targeted_bc_104729,targeted,104729,1,1,0,0,0,0,0,0,12.171479,0,,,1,,1,1,3321771654
real_0131_random_bc_130363,real,heldout,real_scenario_0131,high_friction,131,515151,random_bc_130363,random,130363,6,0,0,0,0,0,0,1,18.603173,0,,,1,,1,1,2146279172
real_0131_targeted_bc_130363,real,heldout,real_scenario_0131,high_friction,131,515151,targeted_bc_130363,targeted,130363,2,1,0,0,0,0,0,0,16.687300,0,,,1,,1,1,2719531709
real_0131_random_bc_155921,real,heldout,real_scenario_0131,high_friction,131,515151,random_bc_155921,random,155921,4,1,0,0,0,0,0,0,9.373040,0,,,1,,1,1,2623321700
real_0131_targeted_bc_155921,real,heldout,real_scenario_0131,high_friction,131,515151,targeted_bc_155921,targeted,155921,7,1,0,0,0,0,0,0,10.206813,0,,,1,,1,1,1577719444
real_0132_baseline_bc_003,real,heldout,real_scenario_0132,compliance_edge,132,515151,baseline_bc_003,baseline,0,6,1,0,0,0,0,0,0,10.938665,0,,,1,,1,1,1440172040
real_0132_random_bc_104729,real,heldout,real_scenario_0132,compliance_edge,132,515151,random_bc_104729,random,104729,5,1,0,0,0,0,0,0,17.888719,0,,,1,,1,1,920387772
real_0132_targeted_bc_104729,real,heldout,real_scenario_0132,compliance_edge,132,515151,targeted_bc_104729,targeted,104729,2,1,0,0,0,0,0,0,8.800691,0,,,1,,1,1,4179385508
real_0132_random_bc_130363,real,heldout,real_scenario_0132,compliance_edge,132,515151,random_bc_130363,random,130363,1,0,0,0,0,0,0,0,26.979439,0,,,1,,1,1,2116799395
real_0132_targeted_bc_130363,real,heldout,real_scenario_0132,compliance_edge,132,515151,targeted_bc_130363,targeted,130363,7,1,0,0,0,0,0,0,16.332909,0,,,1,,1,1,3773305308
real_0132_random_bc_155921,real,heldout,real_scenario_0132,compliance_edge,132,515151,random_bc_155921,random,155921,4,1,0,0,0,0,0,0,9.271334,0,,,1,,1,1,3591470573
real_0132_targeted_bc_155921,real,heldout,real_scenario_0132,compliance_edge,132,515151,targeted_bc_155921,targeted,155921,3,1,0,0,0,0,0,0,11.139101,0,,,1,,1,1,2666262664
real_0133_baseline_bc_003,real,heldout,real_scenario_0133,lateral_offset,133,515151,baseline_bc_003,baseline,0,3,0,0,0,0,0,0,0,28.522880,0,,,1,,1,1,1420324214
real_0133_random_bc_104729,real,heldout,real_scenario_0133,lateral_offset,133,515151,random_bc_104729,random,104729,7,0,0,0,0,0,0,0,26.218499,0,,,1,,1,1,3486623669
real_0133_targeted_bc_104729,real,heldout,real_scenario_0133,lateral_offset,133,515151,targeted_bc_104729,targeted,104729,2,0,0,0,0,0,0,0,29.576222,0,,,1,,1,1,1442696087
real_0133_random_bc_130363,real,heldout,real_scenario_0133,lateral_offset,133,515151,random_bc_130363,random,130363,6,0,0,0,0,0,0,1,26.575865,0,,,1,,1,1,7793874
real_0133_targeted_bc_130363,real,heldout,real_scenario_0133,lateral_offset,133,515151,targeted_bc_130363,targeted,130363,5,1,0,0,0,0,0,0,11.043232,0,,,1,,1,1,3675163030
real_0133_random_bc_155921,real,heldout,real_scenario_0133,lateral_offset,133,515151,random_bc_155921,random,155921,1,1,0,0,0,0,0,0,15.191281,0,,,1,,1,1,2518730195
real_0133_targeted_bc_155921,real,heldout,real_scenario_0133,lateral_offset,133,515151,targeted_bc_155921,targeted,155921,4,1,0,0,0,0,0,0,8.816274,0,,,1,,1,1,2279837278
real_0134_baseline_bc_003,real,heldout,real_scenario_0134,high_friction,134,515151,baseline_bc_003,baseline,0,5,1,0,0,0,0,0,0,10.778232,0,,,1,,1,1,4044883922
real_0134_random_bc_104729,real,heldout,real_scenario_0134,high_friction,134,515151,random_bc_104729,random,104729,1,0,0,0,0,0,0,0,24.961447,0,,,1,,1,1,3722247758
real_0134_targeted_bc_104729,real,heldout,real_scenario_0134,high_friction,134,515151,targeted_bc_104729,targeted,104729,7,1,0,0,0,0,0,0,13.885688,0,,,1,,1,1,3466344327
real_0134_random_bc_130363,real,heldout,real_scenario_0134,high_friction,134,515151,random_bc_130363,random,130363,4,1,0,0,0,0,0,0,17.358107,0,,,1,,1,1,1265357989
real_0134_targeted_bc_130363,real,heldout,real_scenario_0134,high_friction,134,515151,targeted_bc_130363,targeted,130363,2,0,0,0,0,0,0,0,20.570143,0,,,1,,1,1,934836194
real_0134_random_bc_155921,real,heldout,real_scenario_0134,high_friction,134,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,17.421052,0,,,1,,1,1,3870162924
real_0134_targeted_bc_155921,real,heldout,real_scenario_0134,high_friction,134,515151,targeted_bc_155921,targeted,155921,3,1,0,0,0,0,0,0,15.679517,0,,,1,,1,1,1717472386
real_0135_baseline_bc_003,real,heldout,real_scenario_0135,nominal,135,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,10.221369,0,,,1,,1,1,4196482050
real_0135_random_bc_104729,real,heldout,real_scenario_0135,nominal,135,515151,random_bc_104729,random,104729,1,1,0,0,0,0,0,0,11.162281,0,,,1,,1,1,474478404
real_0135_targeted_bc_104729,real,heldout,real_scenario_0135,nominal,135,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,11.029224,0,,,1,,1,1,1865188165
real_0135_random_bc_130363,real,heldout,real_scenario_0135,nominal,135,515151,random_bc_130363,random,130363,2,1,0,0,0,0,0,0,10.002875,0,,,1,,1,1,858874875
